source_file,keypoint_index,keypoint,best_match_sentence,best_match_score,best_match_author,best_match_sentence_id,best_match_filename,similarity_method
7a84644b671144b29973ab0ffe23898a.csv,3,""",
    ""Community efforts focused on health education, clean water access, and sanitation improvements","Luck of enough funds caused a lot of pushbacks from members of the community as they thought the progress would never happen in any time from then but that made me more motivated to prove them that anything is possible.
On the health side which was was my priority, me and a group of my friends organized groups from the community to educate them on the importance of having clean water and eating healthy, we cleaned the waste systems, helped build modern toilets in schools to protect the children.",0.5694,USER,2,7a84644b671144b29973ab0ffe23898a.csv,sentence-bert
7a84644b671144b29973ab0ffe23898a.csv,4,""",
    ""Government and private organizations eventually supported the project with funding and resources","Seeing that my project was moving in the right direction, government, private education and health organization moved in to help my dream come true, they  donated money to push the movement forward.

The other main idea was to break the poverty cycle by at least equipping individuals with the right knowledge, skills and opportunity to  improve their economic prospective and for this to be achieved resources like important books , modern technology access with high qualified teachers must the available in schools.",0.6057,USER,4,7a84644b671144b29973ab0ffe23898a.csv,sentence-bert
7a84644b671144b29973ab0ffe23898a.csv,5,""",
    ""Education and skill development are crucial for economic improvement and breaking the poverty cycle","By prioritizing the best education, its the best way to cut poverty cycle and create best paths for financial stability and more self improvement.

It was all a dream achieved but the challenges were many and the road was not always smooth.",0.6306,USER_AND_API,6,7a84644b671144b29973ab0ffe23898a.csv,sentence-bert
b2f96919c60245b9b22afa31a9a5a1a7.csv,1,"```json
[
    ""Challenging universally accepted beliefs can lead to valuable insights",What this experience taught me is the importance of distinguishing between opinions and facts.,0.3701,USER,18,b2f96919c60245b9b22afa31a9a5a1a7.csv,sentence-bert
b2f96919c60245b9b22afa31a9a5a1a7.csv,2,""",
    ""Real estate is not always a guaranteed appreciating asset; renting can be a better option in some cases","In the end, my view on this issue is that, like so many other financial decisions, whether to rent or buy is an individual one.",0.6734,USER,25,b2f96919c60245b9b22afa31a9a5a1a7.csv,sentence-bert
b2f96919c60245b9b22afa31a9a5a1a7.csv,3,""",
    ""Financial decisions should be based on individual circumstances rather than broad assumptions",I also argued from the standpoint that financial decisions should always be based on individual circumstances rather than broad assumptions.,0.9114,USER,17,b2f96919c60245b9b22afa31a9a5a1a7.csv,sentence-bert
b2f96919c60245b9b22afa31a9a5a1a7.csv,4,""",
    ""Distinguishing between opinions and facts is crucial for making informed decisions",What this experience taught me is the importance of distinguishing between opinions and facts.,0.7159,USER,18,b2f96919c60245b9b22afa31a9a5a1a7.csv,sentence-bert
b2f96919c60245b9b22afa31a9a5a1a7.csv,5,""",
    ""Engaging in constructive conversations and being open-minded can lead to deeper understanding","Engaging in constructive conversations, where both parties are willing to listen and share insights, often leads to a deeper understanding.",0.759,USER_AND_API,32,b2f96919c60245b9b22afa31a9a5a1a7.csv,sentence-bert
728be0e074184b268c1a44a00ead8e4a.csv,1,"```json
[
    ""People often make assumptions about others based on stereotypes, leading to misunderstandings and undervaluation","I work as a software developer, and often people assume that I'm some sort of antisocial tech geek who spends all day immersed in code.I think this is a bad character that most of people tend to develop of criticizing others without full evidence.This shows a significant amount of ignorance and carelessness cause this may cause a hurt on someones feeling because of bieng misjudged.Bieng judged wrongly made me feel misunderstood and undervalued, as if my entire identity could be boiled down to a simplistic stereotype that doesn't capture the full scope of who I am.",0.4671,USER_AND_API,1,728be0e074184b268c1a44a00ead8e4a.csv,sentence-bert
728be0e074184b268c1a44a00ead8e4a.csv,2,""",
    ""Software development is a diverse field that involves creativity, teamwork, and collaboration, not just solitary coding",The thrill I get from solving a challenging problem or building an application that can't compared to anything.My thoughts on this forum is that I wish people understood how diverse and multifaceted the world of software development truly is.,0.6596,USER_AND_API,4,728be0e074184b268c1a44a00ead8e4a.csv,sentence-bert
728be0e074184b268c1a44a00ead8e4a.csv,3,""",
    ""Judging others without full evidence reflects ignorance and can hurt feelings","I work as a software developer, and often people assume that I'm some sort of antisocial tech geek who spends all day immersed in code.I think this is a bad character that most of people tend to develop of criticizing others without full evidence.This shows a significant amount of ignorance and carelessness cause this may cause a hurt on someones feeling because of bieng misjudged.Bieng judged wrongly made me feel misunderstood and undervalued, as if my entire identity could be boiled down to a simplistic stereotype that doesn't capture the full scope of who I am.",0.5399,USER_AND_API,1,728be0e074184b268c1a44a00ead8e4a.csv,sentence-bert
728be0e074184b268c1a44a00ead8e4a.csv,4,""",
    ""Individuals should reflect on their own lives and flaws to reduce judgment and promote understanding","I work as a software developer, and often people assume that I'm some sort of antisocial tech geek who spends all day immersed in code.I think this is a bad character that most of people tend to develop of criticizing others without full evidence.This shows a significant amount of ignorance and carelessness cause this may cause a hurt on someones feeling because of bieng misjudged.Bieng judged wrongly made me feel misunderstood and undervalued, as if my entire identity could be boiled down to a simplistic stereotype that doesn't capture the full scope of who I am.",0.5391,USER_AND_API,1,728be0e074184b268c1a44a00ead8e4a.csv,sentence-bert
728be0e074184b268c1a44a00ead8e4a.csv,5,""",
    ""Leaders and individuals alike should focus on equality, fairness, and helping others to create a better world","I've had the pleasure of working with some incredibly talented.So generally it is the responsibilty of each and everyone to reflect back to their own lives.Once each individual evaluates and analyzes his or her actions it will then be easier for them to stop judging others and having checked their lives and realise that on this world we all have flaws.Most humans tell themselves that they are good enough or think they are better than others because of the benefits they have at the moment.For example some people are born in rich families and others are born in poor families,the person born on rich family might think they are better and more hard working than those born in poor families,failing to realise no one chooses where to be born or choosing to be poor.Therefore I think the main concern for majority or simply the whole world should be making the world a better place and not a place for competing and humilating others.This also should get to our leaders and they should enhance equality and fairness for its citizens.Leaders should not embezzle public funds for personal selfish gains,but should appropriately use funds to provide social life of citizens so as to reduce the burden of the tax payers.This goes on to a personal level where everyone should take it as his or her responsibility regardless of the position in the society to make sure helping the needy neighbour as long as one has the resources or enough to share.Finally the world should be a better place this can be achieved by minimize judging and more helping.",0.635,USER_AND_API,6,728be0e074184b268c1a44a00ead8e4a.csv,sentence-bert
077593e849434b05bdeb16334beb8fe4.csv,1,"```json
[
    ""Reached financial independence but facing a life crossroad","At last I've reached financial independence, only to reach a crossroad in my life.",0.4223,USER,0,077593e849434b05bdeb16334beb8fe4.csv,sentence-bert
077593e849434b05bdeb16334beb8fe4.csv,2,""",
    ""Considering leaving the workforce to pursue personal fulfillment","My parents are aging, I'm experiencing some challenges of my own, and to top it all off I'm seriously considering leaving the workforce.",0.5678,USER,1,077593e849434b05bdeb16334beb8fe4.csv,sentence-bert
077593e849434b05bdeb16334beb8fe4.csv,3,""",
    ""Balancing passion for video game development with family responsibilities","Maybe the key lies in finding a middle ground—where I can dedicate time to developing video games, while still having an adequate amount of time to also spend with my parents.",0.7115,USER_AND_API,17,077593e849434b05bdeb16334beb8fe4.csv,sentence-bert
077593e849434b05bdeb16334beb8fe4.csv,4,""",
    ""Exploring part-time work or freelance for flexibility","To make this possible, I could consider working part-time or taking on freelance projects that allow me the flexibility to juggle both responsibilities.",0.7327,API,18,077593e849434b05bdeb16334beb8fe4.csv,sentence-bert
077593e849434b05bdeb16334beb8fe4.csv,5,""",
    ""Seeking advice on balancing personal passions, family, and career","I'm eager to hear your experiences and advice, as I navigate these tough decisions about balancing my personal passions, family responsibilities, and professional life.",0.72,API,39,077593e849434b05bdeb16334beb8fe4.csv,sentence-bert
feb18913afc846e39d7e233423b67bd0.csv,1,"```json
[
    ""Judgment from family due to past drug use despite not using hard drugs","However, I've had people judge me for a variety of other reasons such as...

1) Past Drug Use
I've had family practically shun me and stop talking to me all because of one person in my family portraying me as this terrible person due to my use of drugs.",0.4825,USER,1,feb18913afc846e39d7e233423b67bd0.csv,sentence-bert
feb18913afc846e39d7e233423b67bd0.csv,2,""",
    ""Consistent negative treatment from family, being labeled as the black sheep","I was always treated like a junkie and less of a person because of this, and to this day, even after turning my life around and quitting the weed and the pills, my family are still standoffish about having anything to do with me.

2) Family Drama
My whole life I have always been the black sheep in the family.",0.5514,USER,3,feb18913afc846e39d7e233423b67bd0.csv,sentence-bert
feb18913afc846e39d7e233423b67bd0.csv,3,""",
    ""Criticism about weight and eating habits, leading to unhealthy behaviors",When I actually was healthy (before becoming anorexic) I was always told I was too skinny and I needed to gain weight.,0.4939,USER,12,feb18913afc846e39d7e233423b67bd0.csv,sentence-bert
feb18913afc846e39d7e233423b67bd0.csv,4,""",
    ""Blame for skin issues despite known medical conditions","Despite the fact that my family knows this, I get blamed for my bad skin because I ""wear makeup, touch my face, don't clean my face enough,"" etc.",0.6211,USER,17,feb18913afc846e39d7e233423b67bd0.csv,sentence-bert
feb18913afc846e39d7e233423b67bd0.csv,5,""",
    ""Insults and judgment based on political views and personal art","5) My Political Views
I stopped posting my political views on social media circa 2017 when people started to insult me based on them.",0.545,USER,19,feb18913afc846e39d7e233423b67bd0.csv,sentence-bert
77ec93400b364c04aefb7ec51a0846fa.csv,1,"```json
[
    ""The author is the only Democrat in a group of Trump supporters and feels validated in their vote for Kamala Harris",The rest are Trump supporters.,0.4197,USER,1,77ec93400b364c04aefb7ec51a0846fa.csv,sentence-bert
77ec93400b364c04aefb7ec51a0846fa.csv,2,""",
    ""Elon Musk's claim of helping Trump win the 2024 election has led to an unusual silence among the author's friends","However, now that Elon Musk has alleged that he helped Trump win the 2024 election, I noticed my friends are oddly silent.",0.744,USER,3,77ec93400b364c04aefb7ec51a0846fa.csv,sentence-bert
77ec93400b364c04aefb7ec51a0846fa.csv,3,""",
    ""The friends may be experiencing introspection due to controversies around Trump's leadership and potential threats to personal freedoms","However, now that Elon Musk has alleged that he helped Trump win the 2024 election, I noticed my friends are oddly silent.",0.5065,USER,3,77ec93400b364c04aefb7ec51a0846fa.csv,sentence-bert
77ec93400b364c04aefb7ec51a0846fa.csv,4,""",
    ""Issues like Project 2025 and the 'Big Beautiful Bill' are causing personal reflection among the friends due to their potential impact","What changed?

Maybe it's the reality of Project 2025, with their individual freedoms being threatened.",0.4993,USER,13,77ec93400b364c04aefb7ec51a0846fa.csv,sentence-bert
77ec93400b364c04aefb7ec51a0846fa.csv,5,""",
    ""The author wonders if their friends regret their loyalty to Trump as they face the real-world consequences of his policies","It's as if the political has finally become personal, forcing them to confront the real-world implications of their beliefs.

For myself, I feel like they were too accepting of Trump's wild behavior during his first time in office, and are now getting the shock of their lives, knowing it wasn't an act.",0.4231,USER_AND_API,17,77ec93400b364c04aefb7ec51a0846fa.csv,sentence-bert
68cedfb070704463a4d9d4748052eef4.csv,1,"```json
[
    ""The author felt overwhelmed by social media and decided to take a break to see its effects on their life","Despite the prevailing opinion, I decided to take a step back from social media and observe how it would affect my life.",0.4719,API,4,68cedfb070704463a4d9d4748052eef4.csv,sentence-bert
68cedfb070704463a4d9d4748052eef4.csv,2,""",
    ""Taking a step back from social media led to improved mental state and deeper real-life relationships","Despite the prevailing opinion, I decided to take a step back from social media and observe how it would affect my life.",0.6505,API,4,68cedfb070704463a4d9d4748052eef4.csv,sentence-bert
68cedfb070704463a4d9d4748052eef4.csv,3,""",
    ""The author rediscovered hobbies and found fulfillment away from digital distractions","This newfound freedom allowed me to rediscover hobbies that had long been neglected, such as reading and painting, which brought a sense of fulfillment that no number of likes or comments could provide.",0.6084,API,9,68cedfb070704463a4d9d4748052eef4.csv,sentence-bert
68cedfb070704463a4d9d4748052eef4.csv,4,""",
    ""A balanced perspective on social media use emerged, focusing on intentional and meaningful interactions","That sparked real conversations about how we use technology and why.Now, I still use social media, but on my own terms.",0.6516,USER,21,68cedfb070704463a4d9d4748052eef4.csv,sentence-bert
68cedfb070704463a4d9d4748052eef4.csv,5,""",
    ""The author's change in social media habits sparked conversations about technology use among friends","That sparked real conversations about how we use technology and why.Now, I still use social media, but on my own terms.",0.7189,USER,21,68cedfb070704463a4d9d4748052eef4.csv,sentence-bert
9008171846a64bddb019c06cfc482c35.csv,1,"```json
[
    ""The writer became obsessed with their first smartphone, a Samsung S10 Plus, which affected their daily life and academic performance","It was a very nice Samsung phone, the S10 plus.",0.5153,USER,2,9008171846a64bddb019c06cfc482c35.csv,sentence-bert
9008171846a64bddb019c06cfc482c35.csv,2,""",
    ""Social media apps like Instagram and Twitter were particularly addictive, leading to neglect of studies",At first I was overwhelmed by everything on social media that I even forgot my studies.,0.5858,USER,10,9008171846a64bddb019c06cfc482c35.csv,sentence-bert
9008171846a64bddb019c06cfc482c35.csv,3,""",
    ""The writer's parents intervened, teaching them to use the phone for educational purposes, which helped improve their grades","Eventually my parents found out, sat me down and we came to an understanding.
 
My parents showed me how to use my phone for good, like setting reminders and using educational apps that could complement my studies.",0.6564,USER_AND_API,15,9008171846a64bddb019c06cfc482c35.csv,sentence-bert
9008171846a64bddb019c06cfc482c35.csv,4,""",
    ""Despite using the phone as a tool for good, the writer became isolated, focusing too much on digital content and neglecting real-life interactions",It was a game-changer for me; I began to see my phone as more than just a distraction but rather as a tool that could help me in various aspects of life.,0.5536,API,16,9008171846a64bddb019c06cfc482c35.csv,sentence-bert
9008171846a64bddb019c06cfc482c35.csv,5,""",
    ""The writer is currently trying to balance technology use with real-life experiences by socializing more and seeking advice from others","Title: how tech took over my life'
Hi guys,
I wanted to share a story and see who else has been through something similar.",0.5419,USER,0,9008171846a64bddb019c06cfc482c35.csv,sentence-bert
13bc94699c4c488cb18de53efde5c6cf.csv,1,"```json
[
    ""The author is a Democratic Party member conflicted about the death penalty","In my political party, there is a widespread belief that the death penalty is morally wrong.",0.42,USER,1,13bc94699c4c488cb18de53efde5c6cf.csv,sentence-bert
13bc94699c4c488cb18de53efde5c6cf.csv,2,""",
    ""The author believes the death penalty may be justified in extreme cases like Timothy McVeigh's","For example, when Timothy McVeigh killed so many people in the Oklahoma City bombing of 1995, he most definitely deserved the death penalty.",0.6753,USER,4,13bc94699c4c488cb18de53efde5c6cf.csv,sentence-bert
13bc94699c4c488cb18de53efde5c6cf.csv,3,""",
    ""There is tension between the author's views and the Democratic Party's stance against the death penalty","In my political party, there is a widespread belief that the death penalty is morally wrong.",0.6354,USER,1,13bc94699c4c488cb18de53efde5c6cf.csv,sentence-bert
13bc94699c4c488cb18de53efde5c6cf.csv,4,""",
    ""The author acknowledges the potential for errors in the justice system but argues for a balance between justice and morality","I've often found myself reflecting on the idea that while the judicial system is flawed, there must be some good things that come out of it, and some of those would be executing the worst of our criminals, as that can act as a deterrent to major crimes and stop potential extra attacks from other evil people who were inspired by these terrible acts.",0.5522,USER_AND_API,16,13bc94699c4c488cb18de53efde5c6cf.csv,sentence-bert
13bc94699c4c488cb18de53efde5c6cf.csv,5,""",
    ""Discussions on the death penalty have led the author to further explore and affirm their belief in its necessity for certain crimes","I began reading extensively about the history and effectiveness of the death penalty, hoping to gain a broader perspective.",0.7207,API,19,13bc94699c4c488cb18de53efde5c6cf.csv,sentence-bert
cd40ed4c30324a2cbdf9f223b22cbb16.csv,1,"```json
[
    ""The author dreams of traveling, financial freedom, and a fulfilling career","Financial freedom is another crucial element of my dream, as it would grant me the flexibility to explore these destinations without constantly worrying about expenses or being tied down by financial constraints.",0.5418,API,6,cd40ed4c30324a2cbdf9f223b22cbb16.csv,sentence-bert
cd40ed4c30324a2cbdf9f223b22cbb16.csv,2,""",
    ""Travel is a priority, with a focus on experiences over material possessions","To make this dream a reality, I have been diligently saving money and planning trips within my budget, all while ensuring I prioritize experiences over material possessions.",0.6247,API,5,cd40ed4c30324a2cbdf9f223b22cbb16.csv,sentence-bert
cd40ed4c30324a2cbdf9f223b22cbb16.csv,3,""",
    ""Financial freedom is pursued through saving, investing, and financial education","Financial freedom is another crucial element of my dream, as it would grant me the flexibility to explore these destinations without constantly worrying about expenses or being tied down by financial constraints.",0.6027,API,6,cd40ed4c30324a2cbdf9f223b22cbb16.csv,sentence-bert
cd40ed4c30324a2cbdf9f223b22cbb16.csv,4,""",
    ""Organizing a charity event brought satisfaction despite challenges","Yet, each challenge has taught me valuable lessons about perseverance and adaptability, skills that are essential not just for financial success, but for achieving peace of mind as well.
 Recently, I helped organize a charity event.",0.6023,USER_AND_API,9,cd40ed4c30324a2cbdf9f223b22cbb16.csv,sentence-bert
cd40ed4c30324a2cbdf9f223b22cbb16.csv,5,""",
    ""Personal growth is achieved through self-improvement practices like meditation and workshops","To reach this vision of the future, I am constantly working on improving myself—reading self-help books and attending workshops that build my skills and confidence.",0.6755,API,23,cd40ed4c30324a2cbdf9f223b22cbb16.csv,sentence-bert
74b5eb1312864a87a3105f4f059c028e.csv,1,"```json
[
    ""Staying active in a career provides financial independence and personal fulfillment",It’s important to consider the balance between personal fulfillment and professional responsibilities.,0.4399,API,4,74b5eb1312864a87a3105f4f059c028e.csv,sentence-bert
74b5eb1312864a87a3105f4f059c028e.csv,2,""",
    ""Maintaining a routine offers stability and purpose during challenging times","Additionally, maintaining a routine can provide a sense of stability and purpose during challenging times.",0.9292,API,3,74b5eb1312864a87a3105f4f059c028e.csv,sentence-bert
74b5eb1312864a87a3105f4f059c028e.csv,3,""",
    ""Remote work can balance career aspirations with family obligations and reduce commuting costs","I could also explore flexible working options, such as remote work or part-time positions, which might offer a healthier balance between career aspirations and family obligations.

As a matter of fact, I think remote working will serve me well because: I'll be working in the comfort of my home, I can have more than one online job provided I am flexible enough to finish my work in time and also, I would have cut off transport cost from my bills.",0.7825,USER_AND_API,6,74b5eb1312864a87a3105f4f059c028e.csv,sentence-bert
74b5eb1312864a87a3105f4f059c028e.csv,4,""",
    ""Prioritizing self-care and mental health is crucial to avoid burnout","Therefore, it's crucial to prioritize self-care and mental health, ensuring that I carve out time for activities that rejuvenate my spirit and keep me grounded.",0.7314,API,9,74b5eb1312864a87a3105f4f059c028e.csv,sentence-bert
74b5eb1312864a87a3105f4f059c028e.csv,5,""",
    ""Connecting with like-minded individuals can provide support and new opportunities","Online forums or local community groups might be valuable resources where I can exchange ideas, gain insights, and even find solace and feel free even if it's just for a few hours in a day.

 Engaging with like-minded individuals could also offer new perspectives on managing life's complexities, and perhaps even lead to collaborations or opportunities in the gaming industry.",0.5638,USER_AND_API,11,74b5eb1312864a87a3105f4f059c028e.csv,sentence-bert
8673f28f522c4ec7b47870a51d3073bf.csv,1,"```json
[
    ""Overcoming stereotypes about size and endurance in marathon running","They thought I could not compete in the marathon because of my size , assuming that someone of my build couldn't possibly have the endurance or speed necessary to finish a race of such magnitude.",0.5838,USER_AND_API,0,8673f28f522c4ec7b47870a51d3073bf.csv,sentence-bert
8673f28f522c4ec7b47870a51d3073bf.csv,2,""",
    ""Passion and dedication to running fueled daily training and personal growth","Running wasn't just a hobby for me; it was an essential part of who I was, helping me find balance and clarity in all aspects of my life.",0.7135,API,5,8673f28f522c4ec7b47870a51d3073bf.csv,sentence-bert
8673f28f522c4ec7b47870a51d3073bf.csv,3,""",
    ""Running served as meditation and a source of balance and clarity","Running wasn't just a hobby for me; it was an essential part of who I was, helping me find balance and clarity in all aspects of my life.",0.6738,API,5,8673f28f522c4ec7b47870a51d3073bf.csv,sentence-bert
8673f28f522c4ec7b47870a51d3073bf.csv,4,""",
    ""The marathon was a personal challenge to prove determination over preconceived notions","One day  , I decided to sign up for a local marathon, not only to challenge myself but also to prove to others that determination and passion trumped any preconceived notions.",0.757,USER_AND_API,6,8673f28f522c4ec7b47870a51d3073bf.csv,sentence-bert
8673f28f522c4ec7b47870a51d3073bf.csv,5,""",
    ""The race taught that true strength lies within, beyond appearances","The finish line came into view, and a surge of emotion washed over me, knowing that I had defied expectations and proven that size was no barrier to success.
Since that day , I've carried the lesson that appearances can be deceiving and that true strength lies within.",0.4824,USER_AND_API,18,8673f28f522c4ec7b47870a51d3073bf.csv,sentence-bert
23ed863afb3848e59d924afe36cab7f1.csv,1,"```json
[
    ""The speaker shares an experience of being amazed by AI technology that maps emotions","So you all know the world and the days we are living in , the generation of technology ,AI ,Blockchain and web3 and its quite fascinating especially for old men like us ,though really interesting as well huh, But yes ,Here goes my story  so I was at a bar on one fine Saturday and a group of really young students came and sat next to me and they were all talking about bitcoin ,web3.
One of them looked at me with a proud face and said an AI product that does emotions mapping ,and I was sort of shocked about what technology can do but I was  all ears.",0.5898,USER,1,23ed863afb3848e59d924afe36cab7f1.csv,sentence-bert
23ed863afb3848e59d924afe36cab7f1.csv,2,""",
    ""The speaker reflects on the impact of technology on personal connections and presence","As I sat there sharing my story, I realized just how much technology had woven itself into every aspect of our lives, quietly reshaping the way we interact with one another and perceive the world around us.",0.5547,API,10,23ed863afb3848e59d924afe36cab7f1.csv,sentence-bert
23ed863afb3848e59d924afe36cab7f1.csv,3,""",
    ""Technology has woven itself into every aspect of life, reshaping interactions and perceptions","As I sat there sharing my story, I realized just how much technology had woven itself into every aspect of our lives, quietly reshaping the way we interact with one another and perceive the world around us.",0.7272,API,10,23ed863afb3848e59d924afe36cab7f1.csv,sentence-bert
23ed863afb3848e59d924afe36cab7f1.csv,4,""",
    ""The speaker expresses a longing for simpler times with genuine face-to-face interactions","Yet, despite its omnipresence, I found myself yearning for simpler times when face-to-face conversations weren't interrupted by buzzing notifications or the allure of scrolling through endless feeds.",0.4856,API,11,23ed863afb3848e59d924afe36cab7f1.csv,sentence-bert
23ed863afb3848e59d924afe36cab7f1.csv,5,""",
    ""Constant connectivity through technology can lead to loneliness and insecurity","I continued, expressing how the constant connectivity can sometimes lead to a sense of loneliness, even when we're surrounded by people.",0.7177,API,13,23ed863afb3848e59d924afe36cab7f1.csv,sentence-bert
a49c735f8e2d47c9a30f5ec008e7d0a9.csv,1,"```json
[
    ""Instagram initially provided a creative outlet and connection with new people","Despite this, I still found myself drawn to Instagram's allure, now using it in a more intentional way to follow those who brought value to my inner world.",0.5459,USER_AND_API,19,a49c735f8e2d47c9a30f5ec008e7d0a9.csv,sentence-bert
a49c735f8e2d47c9a30f5ec008e7d0a9.csv,2,""",
    ""Running a meme page became stressful due to increased competition and algorithm changes","On top of the challenges of maintaining the meme page, it also became less satisfying, and more difficult to maintain the amount of likes we once received.",0.6548,USER,9,a49c735f8e2d47c9a30f5ec008e7d0a9.csv,sentence-bert
a49c735f8e2d47c9a30f5ec008e7d0a9.csv,3,""",
    ""The pressure for likes and validation negatively impacted mental health","Around the same time our engagement began to decline, my addiction to likes and comments and struggle to maintain them started to have a negative impact on my mental health.",0.5247,USER,12,a49c735f8e2d47c9a30f5ec008e7d0a9.csv,sentence-bert
a49c735f8e2d47c9a30f5ec008e7d0a9.csv,4,""",
    ""A shift to intentional use of Instagram improved mental well-being",This shift in how I used Instagram helped me regain control over my mental well-being and eventually most of my issues with instagram became less impactful.,0.7917,USER_AND_API,21,a49c735f8e2d47c9a30f5ec008e7d0a9.csv,sentence-bert
a49c735f8e2d47c9a30f5ec008e7d0a9.csv,5,""",
    ""Instagram now serves as a tool for self-improvement and community engagement","While Instagram remains a prominent part of my life, its role has evolved from a source of stress to a tool for self-improvement and learning.",0.7322,API,23,a49c735f8e2d47c9a30f5ec008e7d0a9.csv,sentence-bert
7086f19b8538427298d19fca51447521.csv,1,"```json
[
    ""The dream is to create a community learning center blending mentorship, career development, and mental wellness","The community learning center isn't just a dream—it's becoming a testament to resilience, cooperation, and the relentless pursuit of something meaningful.",0.6291,API,38,7086f19b8538427298d19fca51447521.csv,sentence-bert
